rank	feature_id	instability_count	instability_conditions	mean_SSI	mean_stability_deviation	max_stability_deviation
47	RvY_02959-1	3	des;lt;uv	0.6875	0.3125	0.5
48	RvY_05208-1	3	des;lt;uv	0.6875	0.3125	0.5
49	RvY_05501	3	des;lt;uv	0.6875	0.3125	0.5
50	RvY_07093	3	des;lt;uv	0.6875	0.3125	0.5
51	RvY_07136-1	3	des;lt;uv	0.6875	0.3125	0.5
52	RvY_08542	3	des;lt;uv	0.6875	0.3125	0.5
53	RvY_08915	3	des;lt;uv	0.6875	0.3125	0.5
54	RvY_09773-1	3	des;lt;uv	0.6875	0.3125	0.5
55	RvY_14845-1	3	des;lt;uv	0.6875	0.3125	0.5
56	RvY_16065-1	3	des;lt;uv	0.6875	0.3125	0.5
57	RvY_19360-1	3	des;lt;uv	0.6875	0.3125	0.5
58	RvY_00400-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
59	RvY_01223-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
60	RvY_03425-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
61	RvY_04899-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
62	RvY_07268-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
63	RvY_12877-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
64	RvY_14940-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
65	RvY_15307-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
66	RvY_18019-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
67	RvY_18662-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
68	RvY_04898-1	3	des;gam;lt	0.6934523809523809	0.30654761904761907	0.625
69	RvY_15912-1	3	des;gam;lt	0.6934523809523809	0.30654761904761907	0.625
70	RvY_17139-4	3	des;gam;lt	0.6934523809523809	0.30654761904761907	0.625
71	RvY_02792	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
72	RvY_03733-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
73	RvY_07363	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
74	RvY_11066	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
75	RvY_12413-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
76	RvY_13187-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
77	RvY_14556-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
78	RvY_15115-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
79	RvY_17309-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
80	RvY_00326-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
81	RvY_02731	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
82	RvY_02809-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
83	RvY_06965-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
84	RvY_07508-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
85	RvY_07951-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
86	RvY_08543-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
87	RvY_09431-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
88	RvY_09605	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
89	RvY_10230	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
90	RvY_12455-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
91	RvY_15402	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
92	RvY_17140	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
93	RvY_17686-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
94	RvY_18847-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
95	RvY_19006	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
96	RvY_02601-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
97	RvY_04687-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
98	RvY_05599-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
99	RvY_12380-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
100	RvY_17527-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
