rank	feature_id	instability_count	instability_conditions	mean_SSI	mean_stability_deviation	max_stability_deviation
47	RvY_02959-1	3	des;lt;uv	0.6875	0.3125	0.5
48	RvY_05208-1	3	des;lt;uv	0.6875	0.3125	0.5
49	RvY_05501	3	des;lt;uv	0.6875	0.3125	0.5
50	RvY_07093	3	des;lt;uv	0.6875	0.3125	0.5
51	RvY_07136-1	3	des;lt;uv	0.6875	0.3125	0.5
52	RvY_08542	3	des;lt;uv	0.6875	0.3125	0.5
53	RvY_08915	3	des;lt;uv	0.6875	0.3125	0.5
54	RvY_09773-1	3	des;lt;uv	0.6875	0.3125	0.5
55	RvY_14845-1	3	des;lt;uv	0.6875	0.3125	0.5
56	RvY_16065-1	3	des;lt;uv	0.6875	0.3125	0.5
57	RvY_19360-1	3	des;lt;uv	0.6875	0.3125	0.5
58	RvY_00400-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
59	RvY_01223-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
60	RvY_03425-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
61	RvY_04899-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
62	RvY_07268-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
63	RvY_12877-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
64	RvY_14940-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
65	RvY_15307-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
66	RvY_18019-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
67	RvY_18662-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
68	RvY_04898-1	3	des;gam;lt	0.6934523809523809	0.30654761904761907	0.625
69	RvY_15912-1	3	des;gam;lt	0.6934523809523809	0.30654761904761907	0.625
70	RvY_17139-4	3	des;gam;lt	0.6934523809523809	0.30654761904761907	0.625
71	RvY_02792	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
72	RvY_03733-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
73	RvY_07363	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
74	RvY_11066	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
75	RvY_12413-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
76	RvY_13187-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
77	RvY_14556-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
78	RvY_15115-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
79	RvY_17309-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
80	RvY_00326-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
81	RvY_02731	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
82	RvY_02809-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
83	RvY_06965-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
84	RvY_07508-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
85	RvY_07951-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
86	RvY_08543-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
87	RvY_09431-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
88	RvY_09605	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
89	RvY_10230	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
90	RvY_12455-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
91	RvY_15402	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
92	RvY_17140	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
93	RvY_17686-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
94	RvY_18847-1	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
95	RvY_19006	3	des;lt;uv	0.6994047619047619	0.3005952380952381	0.5
96	RvY_02601-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
97	RvY_04687-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
98	RvY_05599-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
99	RvY_12380-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
100	RvY_17527-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
101	RvY_18571-1	3	des;gam;lt	0.7023809523809523	0.2976190476190476	0.5
102	RvY_05949-1	3	des;lt;uv	0.7053571428571429	0.29464285714285715	0.6428571428571428
103	RvY_18848-1	3	des;lt;uv	0.7053571428571429	0.29464285714285715	0.6428571428571428
104	RvY_01225-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
105	RvY_02313-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
106	RvY_03243	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
107	RvY_06794-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
108	RvY_07344-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
109	RvY_07369-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
110	RvY_08416-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
111	RvY_10224-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
112	RvY_15127-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
113	RvY_16654-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
114	RvY_18956-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
115	RvY_18984-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
116	RvY_19664-1	3	des;lt;uv	0.7083333333333334	0.2916666666666667	0.5
117	RvY_00777-1	3	des;gam;lt	0.7142857142857143	0.2857142857142857	0.5
118	RvY_00857-1	3	des;gam;lt	0.7142857142857143	0.2857142857142857	0.5
119	RvY_01427-1	3	des;gam;lt	0.7142857142857143	0.2857142857142857	0.5
120	RvY_08612-1	3	des;gam;lt	0.7142857142857143	0.2857142857142857	0.5
121	RvY_08665-1	3	des;gam;lt	0.7142857142857143	0.2857142857142857	0.5
122	RvY_12429	3	des;gam;lt	0.7142857142857143	0.2857142857142857	0.5
123	RvY_16412-1	3	des;gam;lt	0.7142857142857143	0.2857142857142857	0.5
124	RvY_03876	3	des;lt;uv	0.7172619047619048	0.28273809523809523	0.5714285714285714
125	RvY_05015-1	3	des;lt;uv	0.7172619047619048	0.28273809523809523	0.5714285714285714
126	RvY_05182-1	3	des;lt;uv	0.7172619047619048	0.28273809523809523	0.5714285714285714
127	RvY_05334-1	3	des;lt;uv	0.7172619047619048	0.28273809523809523	0.5714285714285714
128	RvY_14003-1	3	des;lt;uv	0.7172619047619048	0.28273809523809523	0.5714285714285714
129	RvY_00479-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
130	RvY_00565-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
131	RvY_00631-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
132	RvY_01441	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
133	RvY_01532-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
134	RvY_02814-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
135	RvY_04767-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
136	RvY_04951-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
137	RvY_05163-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
138	RvY_06201-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
139	RvY_07673-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
140	RvY_09024-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
141	RvY_09520	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
142	RvY_09837-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
143	RvY_11051-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
144	RvY_11861-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
145	RvY_12724-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
146	RvY_13048-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
147	RvY_15641	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
148	RvY_16066-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
149	RvY_17362-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
150	RvY_18153-1	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
151	RvY_18223	3	des;lt;uv	0.7202380952380952	0.27976190476190477	0.5
152	RvY_14820-1	3	des;gam;lt	0.7261904761904762	0.27380952380952384	0.5
153	RvY_16015	3	des;gam;lt	0.7261904761904762	0.27380952380952384	0.5
154	RvY_05202-1	3	des;gam;uv	0.7261904761904762	0.2738095238095238	0.6428571428571428
155	RvY_11998-1	3	des;lt;uv	0.7261904761904762	0.2738095238095238	0.6428571428571428
156	RvY_12453	3	des;gam;uv	0.7261904761904762	0.2738095238095238	0.6428571428571428
157	RvY_15967-1	3	des;lt;uv	0.7261904761904762	0.2738095238095238	0.6428571428571428
158	RvY_17747	3	des;lt;uv	0.7261904761904762	0.2738095238095238	0.6428571428571428
159	RvY_18867-1	3	des;gam;uv	0.7261904761904762	0.2738095238095238	0.6428571428571428
160	RvY_18868	3	des;gam;uv	0.7261904761904762	0.2738095238095238	0.6428571428571428
161	RvY_00046-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
162	RvY_00074	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
163	RvY_04097	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
164	RvY_05550	3	des;gam;uv	0.7291666666666666	0.2708333333333333	0.625
165	RvY_06170-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
166	RvY_07144-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
167	RvY_07277-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
168	RvY_08871-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
169	RvY_09090-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
170	RvY_09422-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
171	RvY_10065-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
172	RvY_10663-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
173	RvY_12637-1	3	gam;lt;uv	0.7291666666666666	0.2708333333333333	0.625
174	RvY_13529	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
175	RvY_15042-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
176	RvY_16060-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
177	RvY_16526-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
178	RvY_17125-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
179	RvY_17967-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
180	RvY_19438-1	3	des;lt;uv	0.7291666666666666	0.2708333333333333	0.5
181	RvY_00323-1	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
182	RvY_00891-1	3	des;lt;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
183	RvY_01282-1	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
184	RvY_01420-1	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
185	RvY_01972-1	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
186	RvY_02192	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
187	RvY_02316	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
188	RvY_02449-1	3	gam;lt;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
189	RvY_02612	3	des;lt;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
190	RvY_02623-1	3	gam;lt;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
191	RvY_02641	3	des;gam;lt	0.7380952380952381	0.2619047619047619	0.5
192	RvY_03229-1	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
193	RvY_03508-1	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
194	RvY_04106-1	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
195	RvY_04392-1	3	des;lt;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
196	RvY_05124-1	3	gam;lt;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
197	RvY_07160-1	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
198	RvY_07994	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
199	RvY_08027	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
200	RvY_08077	3	des;gam;uv	0.7380952380952381	0.2619047619047619	0.5714285714285714
