feature_id	instability_count	instability_conditions	mean_SSI	mean_stability_deviation	max_stability_deviation	is_des	is_uv	is_gam	is_lt	is_ht	is_osm	instability_category
RvY_00321-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_00358-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_00489-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_00715-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_00733-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_00787-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_00851-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_00875-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_00937-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01059	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01075	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01092-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01338-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01348-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01411	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01698-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01758	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01765-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01921-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01981-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_01984-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02025-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02050-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02109	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02263-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02286-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02510-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02547-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02643	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02724-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02766-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_02991-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_03072	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_03319	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_03502-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_03681	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_03686-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_03988-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04147	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04177-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04254-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04288-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04336-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04377-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04448-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04530-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04618-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04876-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_04996-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_05148-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_05164-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_05249-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_05361-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_05617-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_05693-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_05859-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_05993-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06085-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06301-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06491-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06493	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06508	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06579-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06640	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06676-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06854-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06890	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_06959-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07054-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07077-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07266-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07288-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07452	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07545	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07612-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07654-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07747-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07774-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07798-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_07850-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_08031	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_08076-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_08142-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_08465-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
RvY_08566-1	0	NA	0.8779761904761905	0.12202380952380952	0.375	NA	NA	NA	NA	NA	NA	not_instable
