go_id	canonical_go_id	go_name	go_namespace	obsolete_status	replacement_or_consider	source_version	mapping_status
GO:0051271	GO:0051271	obsolete negative regulation of cellular component movement	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051272	GO:0051272	obsolete positive regulation of cellular component movement	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051284	GO:0051284	obsolete positive regulation of sequestering of calcium ion	biological_process	obsolete	consider:GO:0140314	releases/2026-07-26	obsolete
GO:0051303	GO:0051303	obsolete establishment of chromosome localization	biological_process	obsolete	replaced_by:GO:0050000	releases/2026-07-26	obsolete
GO:0051347	GO:0051347	obsolete positive regulation of transferase activity	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051567	GO:0051567	obsolete histone H3-K9 methylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051568	GO:0051568	obsolete histone H3-K4 methylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051570	GO:0051570	obsolete regulation of histone H3-K9 methylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051574	GO:0051574	obsolete positive regulation of histone H3-K9 methylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051603	GO:0051603	obsolete proteolysis involved in protein catabolic process	biological_process	obsolete	replaced_by:GO:0030163	releases/2026-07-26	obsolete
GO:0051704	GO:0051704	obsolete multi-organism process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051705	GO:0051705	obsolete multi-organism behavior	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051817	GO:0051817	obsolete modulation of process of other organism involved in symbiotic interaction	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0051836	GO:0044417	translocation of molecules into host	biological_process	current		releases/2026-07-26	alternate_id
GO:0051941	GO:0051941	obsolete regulation of amino acid uptake involved in synaptic transmission	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0052248	GO:0051709	regulation of killing of cells of another organism	biological_process	current		releases/2026-07-26	alternate_id
GO:0052433	GO:0051709	regulation of killing of cells of another organism	biological_process	current		releases/2026-07-26	alternate_id
GO:0055065	GO:0055065	obsolete metal ion homeostasis	biological_process	obsolete	consider:GO:0030003	releases/2026-07-26	obsolete
GO:0055072	GO:0055072	obsolete iron ion homeostasis	biological_process	obsolete	consider:GO:0006879;GO:0060586	releases/2026-07-26	obsolete
GO:0055076	GO:0055076	obsolete transition metal ion homeostasis	biological_process	obsolete	consider:GO:0030003	releases/2026-07-26	obsolete
GO:0055114	GO:0055114	obsolete oxidation-reduction process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0060316	GO:0060316	obsolete positive regulation of ryanodine-sensitive calcium-release channel activity	biological_process	obsolete	consider:GO:0008047	releases/2026-07-26	obsolete
GO:0060548	GO:0060548	obsolete negative regulation of cell death	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0060968	GO:0060968	obsolete regulation of gene silencing	biological_process	obsolete	consider:GO:0040029	releases/2026-07-26	obsolete
GO:0060969	GO:0060969	obsolete negative regulation of gene silencing	biological_process	obsolete	consider:GO:0010629;GO:0031047;GO:0031507	releases/2026-07-26	obsolete
GO:0061077	GO:0061077	obsolete chaperone-mediated protein folding	biological_process	obsolete	replaced_by:GO:0006457	releases/2026-07-26	obsolete
GO:0061392	GO:0061392	obsolete regulation of transcription from RNA polymerase II promoter in response to osmotic stress	biological_process	obsolete	consider:GO:0006357;GO:0071470	releases/2026-07-26	obsolete
GO:0061393	GO:0061393	obsolete positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress	biological_process	obsolete	consider:GO:0045944;GO:0071470	releases/2026-07-26	obsolete
GO:0061404	GO:0061404	obsolete positive regulation of transcription from RNA polymerase II promoter in response to increased salt	biological_process	obsolete	consider:GO:0045944;GO:0071472	releases/2026-07-26	obsolete
GO:0061416	GO:0061416	obsolete regulation of transcription from RNA polymerase II promoter in response to salt stress	biological_process	obsolete	consider:GO:0006357;GO:0071472	releases/2026-07-26	obsolete
GO:0061505	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0061647	GO:0061647	obsolete histone H3-K9 modification	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0061774	GO:0061774	obsolete cohesin unloading	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0061781	GO:0061781	obsolete mitotic cohesin unloading	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0062023	GO:0062023	obsolete collagen-containing extracellular matrix	cellular_component	obsolete	replaced_by:GO:0031012	releases/2026-07-26	obsolete
GO:0070011	GO:0008233	peptidase activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0070035	GO:0070035	obsolete purine NTP-dependent helicase activity	molecular_function	obsolete		releases/2026-07-26	obsolete
GO:0070209	GO:0070209	obsolete ASTRA complex	cellular_component	obsolete	replaced_by:GO:0110078	releases/2026-07-26	obsolete
GO:0070413	GO:0070413	obsolete trehalose metabolism in response to stress	biological_process	obsolete	replaced_by:GO:0005991	releases/2026-07-26	obsolete
GO:0070469	GO:0070469	obsolete respirasome	cellular_component	obsolete	replaced_by:GO:0098803	releases/2026-07-26	obsolete
GO:0070491	GO:0140297	DNA-binding transcription factor binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0070577	GO:0070577	obsolete lysine-acetylated histone binding	molecular_function	obsolete	replaced_by:GO:0140566	releases/2026-07-26	obsolete
GO:0070615	GO:0140658	ATP-dependent chromatin remodeler activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0070727	GO:0070727	obsolete cellular macromolecule localization	biological_process	obsolete	replaced_by:GO:0033036	releases/2026-07-26	obsolete
GO:0070734	GO:0070734	obsolete histone H3-K27 methylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0070868	GO:0070868	obsolete heterochromatin organization involved in chromatin silencing	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071156	GO:0051726	regulation of cell cycle	biological_process	current		releases/2026-07-26	alternate_id
GO:0071158	GO:0051726	regulation of cell cycle	biological_process	current		releases/2026-07-26	alternate_id
GO:0071241	GO:0071241	obsolete cellular response to inorganic substance	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071310	GO:0071310	obsolete cellular response to organic substance	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071407	GO:0071407	obsolete cellular response to organic cyclic compound	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071417	GO:0071417	obsolete cellular response to organonitrogen compound	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071426	GO:0071426	obsolete ribonucleoprotein complex export from nucleus	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071427	GO:0071427	obsolete mRNA-containing ribonucleoprotein complex export from nucleus	biological_process	obsolete	consider:GO:0006406	releases/2026-07-26	obsolete
GO:0071702	GO:0071702	obsolete organic substance transport	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071704	GO:0071704	obsolete organic substance metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071733	GO:0071733	obsolete transcriptional activation by promoter-enhancer looping	biological_process	obsolete	consider:GO:0045893	releases/2026-07-26	obsolete
GO:0071804	GO:0006813	potassium ion transport	biological_process	current		releases/2026-07-26	alternate_id
GO:0071847	GO:0071847	obsolete TNFSF11-mediated signaling pathway	biological_process	obsolete	replaced_by:GO:0033209	releases/2026-07-26	obsolete
GO:0071850	GO:0051726	regulation of cell cycle	biological_process	current		releases/2026-07-26	alternate_id
GO:0071922	GO:0071922	obsolete regulation of cohesin loading	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071923	GO:0071923	obsolete negative regulation of cohesin loading	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0071997	GO:0015431	ABC-type glutathione S-conjugate transporter activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0072358	GO:0072359	circulatory system development	biological_process	current		releases/2026-07-26	alternate_id
GO:0072367	GO:0072367	obsolete regulation of lipid transport by regulation of transcription from RNA polymerase II promoter	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0072368	GO:0072368	obsolete regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0072401	GO:0031570	DNA integrity checkpoint signaling	biological_process	current		releases/2026-07-26	alternate_id
GO:0072422	GO:0000077	DNA damage checkpoint signaling	biological_process	current		releases/2026-07-26	alternate_id
GO:0072425	GO:0007095	mitotic G2 DNA damage checkpoint signaling	biological_process	current		releases/2026-07-26	alternate_id
GO:0072431	GO:0031571	mitotic G1 DNA damage checkpoint signaling	biological_process	current		releases/2026-07-26	alternate_id
GO:0072503	GO:0072503	obsolete cellular divalent inorganic cation homeostasis	biological_process	obsolete	replaced_by:GO:0030003	releases/2026-07-26	obsolete
GO:0072507	GO:0072507	obsolete divalent inorganic cation homeostasis	biological_process	obsolete	replaced_by:GO:0055080	releases/2026-07-26	obsolete
GO:0072511	GO:0098662	obsolete inorganic cation transmembrane transport	biological_process	obsolete	replaced_by:GO:0055085	releases/2026-07-26	alternate_id
GO:0072555	GO:0072555	obsolete 17-beta-ketosteroid reductase (NADPH) activity	molecular_function	obsolete	consider:GO:0072582	releases/2026-07-26	obsolete
GO:0080182	GO:0080182	obsolete histone H3-K4 trimethylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0086037	GO:0086037	obsolete P-type sodium:potassium-exchanging transporter activity involved in regulation of cardiac muscle cell membrane potential	molecular_function	obsolete	replaced_by:GO:0005391	releases/2026-07-26	obsolete
GO:0089717	GO:0089717	obsolete spanning component of membrane	cellular_component	obsolete	replaced_by:GO:0016020	releases/2026-07-26	obsolete
GO:0090202	GO:0090202	obsolete gene looping	biological_process	obsolete	consider:GO:0140587	releases/2026-07-26	obsolete
GO:0090239	GO:0090239	obsolete regulation of histone H4 acetylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0090305	GO:0090305	obsolete nucleic acid phosphodiester bond hydrolysis	biological_process	obsolete	replaced_by:GO:0090304	releases/2026-07-26	obsolete
GO:0090501	GO:0090501	obsolete RNA phosphodiester bond hydrolysis	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0090502	GO:0090502	obsolete RNA phosphodiester bond hydrolysis, endonucleolytic	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0090568	GO:0017053	transcription repressor complex	cellular_component	current		releases/2026-07-26	alternate_id
GO:0090579	GO:0090579	obsolete dsDNA loop formation	biological_process	obsolete	consider:GO:0140587	releases/2026-07-26	obsolete
GO:0090662	GO:0055085	transmembrane transport	biological_process	current		releases/2026-07-26	alternate_id
GO:0097159	GO:0097159	obsolete organic cyclic compound binding	molecular_function	obsolete		releases/2026-07-26	obsolete
GO:0097164	GO:0097164	obsolete ammonium ion metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0097458	GO:0097458	obsolete neuron part	cellular_component	obsolete		releases/2026-07-26	obsolete
GO:0097549	GO:0097549	obsolete chromatin organization involved in negative regulation of transcription	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0097617	GO:0140666	annealing activity	molecular_function	current		releases/2026-07-26	alternate_id
GO:0097659	GO:0097659	obsolete nucleic acid-templated transcription	biological_process	obsolete	consider:GO:0006366	releases/2026-07-26	obsolete
GO:0097756	GO:0097756	obsolete negative regulation of blood vessel diameter	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0098532	GO:0098532	obsolete histone H3-K27 trimethylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0098589	GO:0016020	membrane	cellular_component	current		releases/2026-07-26	alternate_id
GO:0098660	GO:0098660	obsolete inorganic ion transmembrane transport	biological_process	obsolete	replaced_by:GO:0055085	releases/2026-07-26	obsolete
GO:0098662	GO:0098662	obsolete inorganic cation transmembrane transport	biological_process	obsolete	replaced_by:GO:0055085	releases/2026-07-26	obsolete
GO:0098742	GO:0098742	obsolete cell-cell adhesion via plasma-membrane adhesion molecules	biological_process	obsolete	replaced_by:GO:0098609	releases/2026-07-26	obsolete
GO:0098781	GO:0098781	obsolete ncRNA transcription	biological_process	obsolete	replaced_by:GO:0006351	releases/2026-07-26	obsolete
GO:0098805	GO:0016020	membrane	cellular_component	current		releases/2026-07-26	alternate_id
GO:0099131	GO:0034220	monoatomic ion transmembrane transport	biological_process	current		releases/2026-07-26	alternate_id
GO:0099132	GO:0098655	monoatomic cation transmembrane transport	biological_process	current		releases/2026-07-26	alternate_id
GO:0099133	GO:0098656	monoatomic anion transmembrane transport	biological_process	current		releases/2026-07-26	alternate_id
GO:0120038	GO:0120038	obsolete plasma membrane bounded cell projection part	cellular_component	obsolete	consider:GO:0120025	releases/2026-07-26	obsolete
GO:0198738	GO:0198738	obsolete cell-cell signaling by wnt	biological_process	obsolete	replaced_by:GO:0007166	releases/2026-07-26	obsolete
GO:1900040	GO:0032663	regulation of interleukin-2 production	biological_process	current		releases/2026-07-26	alternate_id
GO:1900042	GO:0032743	positive regulation of interleukin-2 production	biological_process	current		releases/2026-07-26	alternate_id
GO:1900111	GO:1900111	obsolete positive regulation of histone H3-K9 dimethylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1900363	GO:1900363	obsolete regulation of mRNA polyadenylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1900364	GO:1900364	obsolete negative regulation of mRNA polyadenylation	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901071	GO:1901071	obsolete glucosamine-containing compound metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901214	GO:1901214	obsolete regulation of neuron death	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901215	GO:1901215	obsolete negative regulation of neuron death	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901216	GO:1901216	obsolete positive regulation of neuron death	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901360	GO:1901360	obsolete organic cyclic compound metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901361	GO:1901361	obsolete organic cyclic compound catabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901362	GO:1901362	obsolete organic cyclic compound biosynthetic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901537	GO:1901537	obsolete positive regulation of DNA demethylation	biological_process	obsolete	consider:GO:0141166;GO:0141167;GO:0141168;GO:0141169	releases/2026-07-26	obsolete
GO:1901564	GO:1901564	obsolete organonitrogen compound metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901565	GO:1901565	obsolete organonitrogen compound catabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901566	GO:1901566	obsolete organonitrogen compound biosynthetic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901575	GO:1901575	obsolete organic substance catabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901576	GO:1901576	obsolete organic substance biosynthetic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901605	GO:1901605	obsolete alpha-amino acid metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901606	GO:1901606	obsolete alpha-amino acid catabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901607	GO:1901607	obsolete alpha-amino acid biosynthetic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901617	GO:1901617	obsolete organic hydroxy compound biosynthetic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1901674	GO:1901674	obsolete regulation of histone H3-K27 acetylation	biological_process	obsolete	consider:GO:0031507;GO:0045815	releases/2026-07-26	obsolete
GO:1901685	GO:1901685	obsolete glutathione derivative metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1902186	GO:1902186	obsolete regulation of viral release from host cell	biological_process	obsolete	replaced_by:GO:0019076	releases/2026-07-26	obsolete
GO:1902221	GO:1902221	obsolete erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1902222	GO:1902222	obsolete erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1902400	GO:0031571	mitotic G1 DNA damage checkpoint signaling	biological_process	current		releases/2026-07-26	alternate_id
GO:1902579	GO:1902579	obsolete multi-organism localization	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1903050	GO:1903050	obsolete regulation of proteolysis involved in protein catabolic process	biological_process	obsolete	replaced_by:GO:0042176	releases/2026-07-26	obsolete
GO:1903051	GO:1903051	obsolete negative regulation of proteolysis involved in protein catabolic process	biological_process	obsolete	replaced_by:GO:0042177	releases/2026-07-26	obsolete
GO:1903052	GO:1903052	obsolete positive regulation of proteolysis involved in protein catabolic process	biological_process	obsolete	replaced_by:GO:0045732	releases/2026-07-26	obsolete
GO:1903209	GO:1903209	obsolete positive regulation of oxidative stress-induced cell death	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1903280	GO:1903280	obsolete negative regulation of calcium:sodium antiporter activity	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1903362	GO:0042176	regulation of protein catabolic process	biological_process	current		releases/2026-07-26	alternate_id
GO:1903363	GO:0042177	negative regulation of protein catabolic process	biological_process	current		releases/2026-07-26	alternate_id
GO:1903364	GO:0045732	positive regulation of protein catabolic process	biological_process	current		releases/2026-07-26	alternate_id
GO:1903506	GO:1903506	obsolete regulation of nucleic acid-templated transcription	biological_process	obsolete	consider:GO:0006357	releases/2026-07-26	obsolete
GO:1903507	GO:1903507	obsolete negative regulation of nucleic acid-templated transcription	biological_process	obsolete	consider:GO:0000122	releases/2026-07-26	obsolete
GO:1903508	GO:1903508	obsolete positive regulation of nucleic acid-templated transcription	biological_process	obsolete	consider:GO:0045944	releases/2026-07-26	obsolete
GO:1903827	GO:0032880	regulation of protein localization	biological_process	current		releases/2026-07-26	alternate_id
GO:1905114	GO:1905114	obsolete cell surface receptor signaling pathway involved in cell-cell signaling	biological_process	obsolete	consider:GO:0007166	releases/2026-07-26	obsolete
GO:1905462	GO:1905462	obsolete regulation of DNA duplex unwinding	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1905463	GO:1905463	obsolete negative regulation of DNA duplex unwinding	biological_process	obsolete		releases/2026-07-26	obsolete
GO:1905616	GO:1905616	obsolete regulation of miRNA-mediated gene silencing by inhibition of translation	biological_process	obsolete	consider:GO:0035278;GO:0060964	releases/2026-07-26	obsolete
GO:1905618	GO:1905618	obsolete positive regulation of miRNA-mediated gene silencing by inhibition of translation	biological_process	obsolete	consider:GO:0035278;GO:2000637	releases/2026-07-26	obsolete
GO:2000112	GO:2000112	obsolete regulation of cellular macromolecule biosynthetic process	biological_process	obsolete	replaced_by:GO:0010556	releases/2026-07-26	obsolete
GO:2000113	GO:2000113	obsolete negative regulation of cellular macromolecule biosynthetic process	biological_process	obsolete	replaced_by:GO:0010558	releases/2026-07-26	obsolete
GO:2000650	GO:2000650	obsolete negative regulation of sodium ion transmembrane transporter activity	biological_process	obsolete		releases/2026-07-26	obsolete
GO:2000653	GO:2000653	obsolete regulation of genetic imprinting	biological_process	obsolete	consider:GO:0071514	releases/2026-07-26	obsolete
GO:2000790	GO:2000790	obsolete regulation of mesenchymal cell proliferation involved in lung development	biological_process	obsolete		releases/2026-07-26	obsolete
GO:2001020	GO:2001020	obsolete regulation of response to DNA damage stimulus	biological_process	obsolete	replaced_by:GO:0006974	releases/2026-07-26	obsolete
GO:2001021	GO:2001021	obsolete negative regulation of response to DNA damage stimulus	biological_process	obsolete	replaced_by:GO:0006974	releases/2026-07-26	obsolete
GO:2001022	GO:2001022	obsolete positive regulation of response to DNA damage stimulus	biological_process	obsolete	replaced_by:GO:0006974	releases/2026-07-26	obsolete
GO:2001273	GO:2001273	obsolete regulation of glucose import in response to insulin stimulus	biological_process	obsolete		releases/2026-07-26	obsolete
GO:2001275	GO:2001275	obsolete positive regulation of glucose import in response to insulin stimulus	biological_process	obsolete		releases/2026-07-26	obsolete
