go_id	canonical_go_id	go_name	go_namespace	obsolete_status	replacement_or_consider	source_version	mapping_status
GO:0000001	GO:0000001	mitochondrion inheritance	biological_process	current		releases/2026-07-26	mapped
GO:0000002	GO:0000002	obsolete mitochondrial genome maintenance	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0000003	GO:0000003	obsolete reproduction	biological_process	obsolete	replaced_by:GO:0022414	releases/2026-07-26	obsolete
GO:0000018	GO:0000018	regulation of DNA recombination	biological_process	current		releases/2026-07-26	mapped
GO:0000019	GO:0000019	regulation of mitotic recombination	biological_process	current		releases/2026-07-26	mapped
GO:0000022	GO:0000022	mitotic spindle elongation	biological_process	current		releases/2026-07-26	mapped
GO:0000027	GO:0000027	ribosomal large subunit assembly	biological_process	current		releases/2026-07-26	mapped
GO:0000028	GO:0000028	ribosomal small subunit assembly	biological_process	current		releases/2026-07-26	mapped
GO:0000049	GO:0000049	tRNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000055	GO:0000055	ribosomal large subunit export from nucleus	biological_process	current		releases/2026-07-26	mapped
GO:0000062	GO:0000062	fatty-acyl-CoA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000070	GO:0000070	mitotic sister chromatid segregation	biological_process	current		releases/2026-07-26	mapped
GO:0000075	GO:0000075	cell cycle checkpoint signaling	biological_process	current		releases/2026-07-26	mapped
GO:0000076	GO:0000076	DNA replication checkpoint signaling	biological_process	current		releases/2026-07-26	mapped
GO:0000077	GO:0000077	DNA damage checkpoint signaling	biological_process	current		releases/2026-07-26	mapped
GO:0000082	GO:0000082	G1/S transition of mitotic cell cycle	biological_process	current		releases/2026-07-26	mapped
GO:0000086	GO:0000086	G2/M transition of mitotic cell cycle	biological_process	current		releases/2026-07-26	mapped
GO:0000118	GO:0000118	histone deacetylase complex	cellular_component	current		releases/2026-07-26	mapped
GO:0000122	GO:0000122	negative regulation of transcription by RNA polymerase II	biological_process	current		releases/2026-07-26	mapped
GO:0000123	GO:0000123	histone acetyltransferase complex	cellular_component	current		releases/2026-07-26	mapped
GO:0000132	GO:0000132	establishment of mitotic spindle orientation	biological_process	current		releases/2026-07-26	mapped
GO:0000151	GO:0000151	ubiquitin ligase complex	cellular_component	current		releases/2026-07-26	mapped
GO:0000165	GO:0000165	MAPK cascade	biological_process	current		releases/2026-07-26	mapped
GO:0000166	GO:0000166	nucleotide binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000182	GO:0000182	rDNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000184	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	current		releases/2026-07-26	mapped
GO:0000209	GO:0000209	protein polyubiquitination	biological_process	current		releases/2026-07-26	mapped
GO:0000212	GO:0000212	meiotic spindle organization	biological_process	current		releases/2026-07-26	mapped
GO:0000217	GO:0000217	DNA secondary structure binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000221	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	cellular_component	current		releases/2026-07-26	mapped
GO:0000226	GO:0000226	microtubule cytoskeleton organization	biological_process	current		releases/2026-07-26	mapped
GO:0000228	GO:0000228	nuclear chromosome	cellular_component	current		releases/2026-07-26	mapped
GO:0000235	GO:0000235	astral microtubule	cellular_component	current		releases/2026-07-26	mapped
GO:0000245	GO:0000245	spliceosomal complex assembly	biological_process	current		releases/2026-07-26	mapped
GO:0000275	GO:0000275	obsolete mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)	cellular_component	obsolete	replaced_by:GO:0045259	releases/2026-07-26	obsolete
GO:0000276	GO:0000276	obsolete mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	obsolete	replaced_by:GO:0045259	releases/2026-07-26	obsolete
GO:0000278	GO:0000278	mitotic cell cycle	biological_process	current		releases/2026-07-26	mapped
GO:0000280	GO:0000280	nuclear division	biological_process	current		releases/2026-07-26	mapped
GO:0000281	GO:0000281	mitotic cytokinesis	biological_process	current		releases/2026-07-26	mapped
GO:0000287	GO:0000287	magnesium ion binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000288	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	biological_process	current		releases/2026-07-26	mapped
GO:0000289	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	biological_process	current		releases/2026-07-26	mapped
GO:0000291	GO:0000291	obsolete nuclear-transcribed mRNA catabolic process, exonucleolytic	biological_process	obsolete	replaced_by:GO:0000956	releases/2026-07-26	obsolete
GO:0000303	GO:0000303	response to superoxide	biological_process	current		releases/2026-07-26	mapped
GO:0000305	GO:0000305	response to oxygen radical	biological_process	current		releases/2026-07-26	mapped
GO:0000323	GO:0000323	lytic vacuole	cellular_component	current		releases/2026-07-26	mapped
GO:0000335	GO:0000335	obsolete negative regulation of transposition, DNA-mediated	biological_process	obsolete	consider:GO:0006313	releases/2026-07-26	obsolete
GO:0000337	GO:0000337	obsolete regulation of transposition, DNA-mediated	biological_process	obsolete	consider:GO:0006313	releases/2026-07-26	obsolete
GO:0000347	GO:0000347	THO complex	cellular_component	current		releases/2026-07-26	mapped
GO:0000375	GO:0000375	RNA splicing, via transesterification reactions	biological_process	current		releases/2026-07-26	mapped
GO:0000377	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	current		releases/2026-07-26	mapped
GO:0000381	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	biological_process	current		releases/2026-07-26	mapped
GO:0000398	GO:0000398	mRNA splicing, via spliceosome	biological_process	current		releases/2026-07-26	mapped
GO:0000400	GO:0000400	four-way junction DNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000405	GO:0000405	bubble DNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000428	GO:0000428	DNA-directed RNA polymerase complex	cellular_component	current		releases/2026-07-26	mapped
GO:0000445	GO:0000445	THO complex part of transcription export complex	cellular_component	current		releases/2026-07-26	mapped
GO:0000578	GO:0000578	embryonic axis specification	biological_process	current		releases/2026-07-26	mapped
GO:0000712	GO:0000712	resolution of meiotic recombination intermediates	biological_process	current		releases/2026-07-26	mapped
GO:0000715	GO:0000715	nucleotide-excision repair, DNA damage recognition	biological_process	current		releases/2026-07-26	mapped
GO:0000722	GO:0000722	telomere maintenance via recombination	biological_process	current		releases/2026-07-26	mapped
GO:0000723	GO:0000723	telomere maintenance	biological_process	current		releases/2026-07-26	mapped
GO:0000724	GO:0000724	double-strand break repair via homologous recombination	biological_process	current		releases/2026-07-26	mapped
GO:0000725	GO:0000725	recombinational repair	biological_process	current		releases/2026-07-26	mapped
GO:0000726	GO:0000726	obsolete non-recombinational repair	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0000727	GO:0000727	double-strand break repair via break-induced replication	biological_process	current		releases/2026-07-26	mapped
GO:0000731	GO:0000731	DNA synthesis involved in DNA repair	biological_process	current		releases/2026-07-26	mapped
GO:0000732	GO:0000732	DNA strand displacement	biological_process	current		releases/2026-07-26	mapped
GO:0000733	GO:0000733	obsolete DNA strand renaturation	biological_process	obsolete	consider:GO:0036310	releases/2026-07-26	obsolete
GO:0000775	GO:0000775	chromosome, centromeric region	cellular_component	current		releases/2026-07-26	mapped
GO:0000776	GO:0000776	kinetochore	cellular_component	current		releases/2026-07-26	mapped
GO:0000777	GO:0000776	kinetochore	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000779	GO:0000779	condensed chromosome, centromeric region	cellular_component	current		releases/2026-07-26	mapped
GO:0000780	GO:0000779	condensed chromosome, centromeric region	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000781	GO:0000781	chromosome, telomeric region	cellular_component	current		releases/2026-07-26	mapped
GO:0000784	GO:0000781	chromosome, telomeric region	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000785	GO:0000785	chromatin	cellular_component	current		releases/2026-07-26	mapped
GO:0000786	GO:0000786	nucleosome	cellular_component	current		releases/2026-07-26	mapped
GO:0000790	GO:0000785	chromatin	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000791	GO:0000791	euchromatin	cellular_component	current		releases/2026-07-26	mapped
GO:0000792	GO:0000792	heterochromatin	cellular_component	current		releases/2026-07-26	mapped
GO:0000793	GO:0000793	condensed chromosome	cellular_component	current		releases/2026-07-26	mapped
GO:0000794	GO:0000794	condensed nuclear chromosome	cellular_component	current		releases/2026-07-26	mapped
GO:0000795	GO:0000795	synaptonemal complex	cellular_component	current		releases/2026-07-26	mapped
GO:0000796	GO:0000796	condensin complex	cellular_component	current		releases/2026-07-26	mapped
GO:0000798	GO:0008278	cohesin complex	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000799	GO:0000796	condensin complex	cellular_component	current		releases/2026-07-26	alternate_id
GO:0000800	GO:0000800	lateral element	cellular_component	current		releases/2026-07-26	mapped
GO:0000819	GO:0000819	sister chromatid segregation	biological_process	current		releases/2026-07-26	mapped
GO:0000902	GO:0000902	cell morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0000904	GO:0000904	obsolete cell morphogenesis involved in differentiation	biological_process	obsolete	replaced_by:GO:0000902	releases/2026-07-26	obsolete
GO:0000910	GO:0000910	cytokinesis	biological_process	current		releases/2026-07-26	mapped
GO:0000916	GO:0000916	actomyosin contractile ring contraction	biological_process	current		releases/2026-07-26	mapped
GO:0000922	GO:0000922	spindle pole	cellular_component	current		releases/2026-07-26	mapped
GO:0000932	GO:0000932	P-body	cellular_component	current		releases/2026-07-26	mapped
GO:0000956	GO:0000956	nuclear-transcribed mRNA catabolic process	biological_process	current		releases/2026-07-26	mapped
GO:0000976	GO:0000976	transcription cis-regulatory region binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000977	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000978	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000979	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000981	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	current		releases/2026-07-26	mapped
GO:0000987	GO:0000987	cis-regulatory region sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0000988	GO:0000988	obsolete transcription factor activity, protein binding	molecular_function	obsolete	consider:GO:0005515;GO:0140110	releases/2026-07-26	obsolete
GO:0000989	GO:0000989	obsolete transcription factor activity, transcription factor binding	molecular_function	obsolete	consider:GO:0008134;GO:0140110	releases/2026-07-26	obsolete
GO:0001012	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001018	GO:0001018	mitochondrial promoter sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0001030	GO:0001002	RNA polymerase III type 1 promoter sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001031	GO:0001003	RNA polymerase III type 2 promoter sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001046	GO:0001046	core promoter sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0001047	GO:0001046	core promoter sequence-specific DNA binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001055	GO:0001055	obsolete RNA polymerase II activity	molecular_function	obsolete	replaced_by:GO:0003899	releases/2026-07-26	obsolete
GO:0001067	GO:0001067	transcription regulatory region nucleic acid binding	molecular_function	current		releases/2026-07-26	mapped
GO:0001076	GO:0001076	obsolete transcription factor activity, RNA polymerase II transcription factor binding	molecular_function	obsolete	consider:GO:0061629;GO:0140110	releases/2026-07-26	obsolete
GO:0001078	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001101	GO:0001101	response to acid chemical	biological_process	current		releases/2026-07-26	mapped
GO:0001102	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	molecular_function	current		releases/2026-07-26	alternate_id
GO:0001135	GO:0001135	obsolete RNA polymerase II transcription regulator recruiting activity	molecular_function	obsolete	replaced_by:GO:0003712	releases/2026-07-26	obsolete
GO:0001227	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	molecular_function	current		releases/2026-07-26	mapped
GO:0001228	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function	current		releases/2026-07-26	mapped
GO:0001306	GO:0001306	obsolete age-dependent response to oxidative stress	biological_process	obsolete	consider:GO:0034599	releases/2026-07-26	obsolete
GO:0001501	GO:0001501	skeletal system development	biological_process	current		releases/2026-07-26	mapped
GO:0001503	GO:0001503	ossification	biological_process	current		releases/2026-07-26	mapped
GO:0001505	GO:0001505	obsolete regulation of neurotransmitter levels	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0001516	GO:0001516	prostaglandin biosynthetic process	biological_process	current		releases/2026-07-26	mapped
GO:0001556	GO:0001556	oocyte maturation	biological_process	current		releases/2026-07-26	mapped
GO:0001558	GO:0001558	regulation of cell growth	biological_process	current		releases/2026-07-26	mapped
GO:0001568	GO:0001568	blood vessel development	biological_process	current		releases/2026-07-26	mapped
GO:0001570	GO:0001570	vasculogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0001573	GO:0001573	ganglioside metabolic process	biological_process	current		releases/2026-07-26	mapped
GO:0001650	GO:0001650	fibrillar center	cellular_component	current		releases/2026-07-26	mapped
GO:0001654	GO:0001654	eye development	biological_process	current		releases/2026-07-26	mapped
GO:0001655	GO:0001655	urogenital system development	biological_process	current		releases/2026-07-26	mapped
GO:0001656	GO:0001656	metanephros development	biological_process	current		releases/2026-07-26	mapped
GO:0001658	GO:0001658	branching involved in ureteric bud morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0001664	GO:0001664	G protein-coupled receptor binding	molecular_function	current		releases/2026-07-26	mapped
GO:0001666	GO:0001666	response to hypoxia	biological_process	current		releases/2026-07-26	mapped
GO:0001667	GO:0001667	ameboidal-type cell migration	biological_process	current		releases/2026-07-26	mapped
GO:0001676	GO:0001676	long-chain fatty acid metabolic process	biological_process	current		releases/2026-07-26	mapped
GO:0001678	GO:0001678	intracellular glucose homeostasis	biological_process	current		releases/2026-07-26	mapped
GO:0001700	GO:0001700	embryonic development via the syncytial blastoderm	biological_process	current		releases/2026-07-26	mapped
GO:0001701	GO:0001701	in utero embryonic development	biological_process	current		releases/2026-07-26	mapped
GO:0001704	GO:0001704	formation of primary germ layer	biological_process	current		releases/2026-07-26	mapped
GO:0001706	GO:0001706	endoderm formation	biological_process	current		releases/2026-07-26	mapped
GO:0001707	GO:0001707	mesoderm formation	biological_process	current		releases/2026-07-26	mapped
GO:0001708	GO:0001708	cell fate specification	biological_process	current		releases/2026-07-26	mapped
GO:0001709	GO:0001709	cell fate determination	biological_process	current		releases/2026-07-26	mapped
GO:0001711	GO:0001711	endodermal cell fate commitment	biological_process	current		releases/2026-07-26	mapped
GO:0001725	GO:0001725	stress fiber	cellular_component	current		releases/2026-07-26	mapped
GO:0001726	GO:0001726	ruffle	cellular_component	current		releases/2026-07-26	mapped
GO:0001736	GO:0001736	establishment of planar polarity	biological_process	current		releases/2026-07-26	mapped
GO:0001738	GO:0001738	morphogenesis of a polarized epithelium	biological_process	current		releases/2026-07-26	mapped
GO:0001745	GO:0001745	compound eye morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0001751	GO:0001751	compound eye photoreceptor cell differentiation	biological_process	current		releases/2026-07-26	mapped
GO:0001752	GO:0001752	compound eye photoreceptor fate commitment	biological_process	current		releases/2026-07-26	mapped
GO:0001754	GO:0001754	eye photoreceptor cell differentiation	biological_process	current		releases/2026-07-26	mapped
GO:0001756	GO:0001756	somitogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0001763	GO:0001763	morphogenesis of a branching structure	biological_process	current		releases/2026-07-26	mapped
GO:0001764	GO:0001764	neuron migration	biological_process	current		releases/2026-07-26	mapped
GO:0001767	GO:0001767	establishment of lymphocyte polarity	biological_process	current		releases/2026-07-26	mapped
GO:0001768	GO:0001768	establishment of T cell polarity	biological_process	current		releases/2026-07-26	mapped
GO:0001771	GO:0001771	immunological synapse formation	biological_process	current		releases/2026-07-26	mapped
GO:0001775	GO:0001775	cell activation	biological_process	current		releases/2026-07-26	mapped
GO:0001816	GO:0001816	cytokine production	biological_process	current		releases/2026-07-26	mapped
GO:0001817	GO:0001817	regulation of cytokine production	biological_process	current		releases/2026-07-26	mapped
GO:0001819	GO:0001819	positive regulation of cytokine production	biological_process	current		releases/2026-07-26	mapped
GO:0001822	GO:0001822	kidney development	biological_process	current		releases/2026-07-26	mapped
GO:0001824	GO:0001824	blastocyst development	biological_process	current		releases/2026-07-26	mapped
GO:0001825	GO:0001825	blastocyst formation	biological_process	current		releases/2026-07-26	mapped
GO:0001829	GO:0001829	trophectodermal cell differentiation	biological_process	current		releases/2026-07-26	mapped
GO:0001838	GO:0001838	embryonic epithelial tube formation	biological_process	current		releases/2026-07-26	mapped
GO:0001840	GO:0001840	neural plate development	biological_process	current		releases/2026-07-26	mapped
GO:0001841	GO:0001841	neural tube formation	biological_process	current		releases/2026-07-26	mapped
GO:0001843	GO:0001843	neural tube closure	biological_process	current		releases/2026-07-26	mapped
GO:0001871	GO:0001871	obsolete pattern binding	molecular_function	obsolete		releases/2026-07-26	obsolete
GO:0001885	GO:0001885	endothelial cell development	biological_process	current		releases/2026-07-26	mapped
GO:0001889	GO:0001889	liver development	biological_process	current		releases/2026-07-26	mapped
GO:0001890	GO:0001890	placenta development	biological_process	current		releases/2026-07-26	mapped
GO:0001892	GO:0001892	embryonic placenta development	biological_process	current		releases/2026-07-26	mapped
GO:0001895	GO:0001895	retina homeostasis	biological_process	current		releases/2026-07-26	mapped
GO:0001932	GO:0001932	regulation of protein phosphorylation	biological_process	current		releases/2026-07-26	mapped
GO:0001933	GO:0001933	negative regulation of protein phosphorylation	biological_process	current		releases/2026-07-26	mapped
GO:0001934	GO:0001934	positive regulation of protein phosphorylation	biological_process	current		releases/2026-07-26	mapped
GO:0001942	GO:0001942	hair follicle development	biological_process	current		releases/2026-07-26	mapped
GO:0001944	GO:0001944	vasculature development	biological_process	current		releases/2026-07-26	mapped
GO:0001952	GO:0001952	regulation of cell-matrix adhesion	biological_process	current		releases/2026-07-26	mapped
GO:0001956	GO:0001956	positive regulation of neurotransmitter secretion	biological_process	current		releases/2026-07-26	mapped
GO:0001959	GO:0001959	regulation of cytokine-mediated signaling pathway	biological_process	current		releases/2026-07-26	mapped
GO:0001960	GO:0001960	negative regulation of cytokine-mediated signaling pathway	biological_process	current		releases/2026-07-26	mapped
GO:0001966	GO:0001966	thigmotaxis	biological_process	current		releases/2026-07-26	mapped
GO:0002009	GO:0002009	morphogenesis of an epithelium	biological_process	current		releases/2026-07-26	mapped
GO:0002020	GO:0002020	protease binding	molecular_function	current		releases/2026-07-26	mapped
GO:0002027	GO:0002027	regulation of heart rate	biological_process	current		releases/2026-07-26	mapped
GO:0002028	GO:0002028	regulation of sodium ion transport	biological_process	current		releases/2026-07-26	mapped
GO:0002039	GO:0002039	p53 binding	molecular_function	current		releases/2026-07-26	mapped
GO:0002052	GO:0002052	positive regulation of neuroblast proliferation	biological_process	current		releases/2026-07-26	mapped
GO:0002064	GO:0002064	epithelial cell development	biological_process	current		releases/2026-07-26	mapped
GO:0002065	GO:0002065	columnar/cuboidal epithelial cell differentiation	biological_process	current		releases/2026-07-26	mapped
GO:0002066	GO:0002066	columnar/cuboidal epithelial cell development	biological_process	current		releases/2026-07-26	mapped
GO:0002068	GO:0002068	glandular epithelial cell development	biological_process	current		releases/2026-07-26	mapped
GO:0002072	GO:0002072	optic cup morphogenesis involved in camera-type eye development	biological_process	current		releases/2026-07-26	mapped
GO:0002088	GO:0002088	lens development in camera-type eye	biological_process	current		releases/2026-07-26	mapped
GO:0002093	GO:0002093	auditory receptor cell morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0002118	GO:0002118	aggressive behavior	biological_process	current		releases/2026-07-26	mapped
GO:0002119	GO:0002119	nematode larval development	biological_process	current		releases/2026-07-26	mapped
GO:0002151	GO:0002151	G-quadruplex RNA binding	molecular_function	current		releases/2026-07-26	mapped
GO:0002154	GO:0002154	thyroid hormone receptor signaling pathway	biological_process	current		releases/2026-07-26	mapped
GO:0002164	GO:0002164	larval development	biological_process	current		releases/2026-07-26	mapped
GO:0002165	GO:0002165	instar larval or pupal development	biological_process	current		releases/2026-07-26	mapped
GO:0002168	GO:0002168	instar larval development	biological_process	current		releases/2026-07-26	mapped
GO:0002181	GO:0002181	cytoplasmic translation	biological_process	current		releases/2026-07-26	mapped
GO:0002218	GO:0002218	activation of innate immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002221	GO:0002221	pattern recognition receptor signaling pathway	biological_process	current		releases/2026-07-26	mapped
GO:0002244	GO:0002244	hematopoietic progenitor cell differentiation	biological_process	current		releases/2026-07-26	mapped
GO:0002252	GO:0002252	immune effector process	biological_process	current		releases/2026-07-26	mapped
GO:0002253	GO:0002253	activation of immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002263	GO:0002263	cell activation involved in immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002274	GO:0002274	myeloid leukocyte activation	biological_process	current		releases/2026-07-26	mapped
GO:0002275	GO:0002275	myeloid cell activation involved in immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002283	GO:0002283	neutrophil activation involved in immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002366	GO:0002366	leukocyte activation involved in immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002376	GO:0002376	immune system process	biological_process	current		releases/2026-07-26	mapped
GO:0002440	GO:0002440	production of molecular mediator of immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002443	GO:0002443	leukocyte mediated immunity	biological_process	current		releases/2026-07-26	mapped
GO:0002444	GO:0002444	myeloid leukocyte mediated immunity	biological_process	current		releases/2026-07-26	mapped
GO:0002446	GO:0002446	neutrophil mediated immunity	biological_process	current		releases/2026-07-26	mapped
GO:0002478	GO:0002478	antigen processing and presentation of exogenous peptide antigen	biological_process	current		releases/2026-07-26	mapped
GO:0002495	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	biological_process	current		releases/2026-07-26	mapped
GO:0002504	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	biological_process	current		releases/2026-07-26	mapped
GO:0002520	GO:0002520	immune system development	biological_process	current		releases/2026-07-26	mapped
GO:0002521	GO:0002521	leukocyte differentiation	biological_process	current		releases/2026-07-26	mapped
GO:0002568	GO:0002568	somatic diversification of T cell receptor genes	biological_process	current		releases/2026-07-26	mapped
GO:0002576	GO:0002576	platelet degranulation	biological_process	current		releases/2026-07-26	mapped
GO:0002637	GO:0002637	regulation of immunoglobulin production	biological_process	current		releases/2026-07-26	mapped
GO:0002639	GO:0002639	positive regulation of immunoglobulin production	biological_process	current		releases/2026-07-26	mapped
GO:0002681	GO:0002681	somatic recombination of T cell receptor gene segments	biological_process	current		releases/2026-07-26	mapped
GO:0002682	GO:0002682	regulation of immune system process	biological_process	current		releases/2026-07-26	mapped
GO:0002683	GO:0002683	negative regulation of immune system process	biological_process	current		releases/2026-07-26	mapped
GO:0002684	GO:0002684	positive regulation of immune system process	biological_process	current		releases/2026-07-26	mapped
GO:0002691	GO:0002691	regulation of cellular extravasation	biological_process	current		releases/2026-07-26	mapped
GO:0002694	GO:0002694	regulation of leukocyte activation	biological_process	current		releases/2026-07-26	mapped
GO:0002696	GO:0002696	positive regulation of leukocyte activation	biological_process	current		releases/2026-07-26	mapped
GO:0002697	GO:0002697	regulation of immune effector process	biological_process	current		releases/2026-07-26	mapped
GO:0002700	GO:0002700	regulation of production of molecular mediator of immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002706	GO:0002706	regulation of lymphocyte mediated immunity	biological_process	current		releases/2026-07-26	mapped
GO:0002708	GO:0002708	positive regulation of lymphocyte mediated immunity	biological_process	current		releases/2026-07-26	mapped
GO:0002712	GO:0002712	regulation of B cell mediated immunity	biological_process	current		releases/2026-07-26	mapped
GO:0002714	GO:0002714	positive regulation of B cell mediated immunity	biological_process	current		releases/2026-07-26	mapped
GO:0002757	GO:0002757	immune response-activating signaling pathway	biological_process	current		releases/2026-07-26	mapped
GO:0002758	GO:0002758	innate immune response-activating signaling pathway	biological_process	current		releases/2026-07-26	mapped
GO:0002764	GO:0002764	immune response-regulating signaling pathway	biological_process	current		releases/2026-07-26	mapped
GO:0002791	GO:0002791	regulation of peptide secretion	biological_process	current		releases/2026-07-26	mapped
GO:0002793	GO:0002793	positive regulation of peptide secretion	biological_process	current		releases/2026-07-26	mapped
GO:0002819	GO:0002819	regulation of adaptive immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002821	GO:0002821	positive regulation of adaptive immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002822	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	biological_process	current		releases/2026-07-26	mapped
GO:0002824	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	biological_process	current		releases/2026-07-26	mapped
GO:0002831	GO:0002831	regulation of response to biotic stimulus	biological_process	current		releases/2026-07-26	mapped
GO:0002889	GO:0002889	regulation of immunoglobulin mediated immune response	biological_process	current		releases/2026-07-26	mapped
GO:0002891	GO:0002891	positive regulation of immunoglobulin mediated immune response	biological_process	current		releases/2026-07-26	mapped
GO:0003002	GO:0003002	regionalization	biological_process	current		releases/2026-07-26	mapped
GO:0003006	GO:0003006	developmental process involved in reproduction	biological_process	current		releases/2026-07-26	mapped
GO:0003007	GO:0003007	heart morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0003008	GO:0003008	system process	biological_process	current		releases/2026-07-26	mapped
GO:0003013	GO:0003013	circulatory system process	biological_process	current		releases/2026-07-26	mapped
GO:0003015	GO:0003015	heart process	biological_process	current		releases/2026-07-26	mapped
GO:0003018	GO:0003018	vascular process in circulatory system	biological_process	current		releases/2026-07-26	mapped
GO:0003143	GO:0003143	embryonic heart tube morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0003158	GO:0003158	endothelium development	biological_process	current		releases/2026-07-26	mapped
GO:0003170	GO:0003170	heart valve development	biological_process	current		releases/2026-07-26	mapped
GO:0003171	GO:0003171	atrioventricular valve development	biological_process	current		releases/2026-07-26	mapped
GO:0003174	GO:0003174	mitral valve development	biological_process	current		releases/2026-07-26	mapped
GO:0003176	GO:0003176	aortic valve development	biological_process	current		releases/2026-07-26	mapped
GO:0003177	GO:0003177	pulmonary valve development	biological_process	current		releases/2026-07-26	mapped
GO:0003179	GO:0003179	heart valve morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0003180	GO:0003180	aortic valve morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0003181	GO:0003181	atrioventricular valve morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0003183	GO:0003183	mitral valve morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0003184	GO:0003184	pulmonary valve morphogenesis	biological_process	current		releases/2026-07-26	mapped
GO:0003192	GO:0003192	mitral valve formation	biological_process	current		releases/2026-07-26	mapped
GO:0003205	GO:0003205	cardiac chamber development	biological_process	current		releases/2026-07-26	mapped
GO:0003252	GO:0003252	obsolete negative regulation of cell proliferation involved in heart valve morphogenesis	biological_process	obsolete		releases/2026-07-26	obsolete
GO:0003273	GO:0003273	cell migration involved in endocardial cushion formation	biological_process	current		releases/2026-07-26	mapped
GO:0003279	GO:0003279	cardiac septum development	biological_process	current		releases/2026-07-26	mapped
